"sample_id","amplitude-1158.8","amplitude-1166.95","amplitude-1175.1","amplitude-1183.25","amplitude-1191.4","amplitude-1199.55","amplitude-1207.7","amplitude-1215.85","amplitude-1224.0","amplitude-1232.15","amplitude-1240.3","amplitude-1248.45","amplitude-1256.6","amplitude-1264.75","amplitude-1272.9","amplitude-1281.05","amplitude-1289.2","amplitude-1297.35","amplitude-1305.5","amplitude-1313.65","amplitude-1321.8","amplitude-1329.95","amplitude-1338.1","amplitude-1346.25","amplitude-1354.4","amplitude-1362.55","amplitude-1370.7","amplitude-1378.85","amplitude-1387.0","amplitude-1395.15","amplitude-1403.3","amplitude-1411.45","amplitude-1419.6","amplitude-1427.75","amplitude-1435.9","amplitude-1444.05","amplitude-1452.2","amplitude-1460.35","amplitude-1468.5","amplitude-1476.65","amplitude-1484.8","amplitude-1492.95","amplitude-1501.1","amplitude-1509.25","amplitude-1517.4","amplitude-1525.55","amplitude-1533.7","amplitude-1541.85","amplitude-1550.0","amplitude-1558.15","amplitude-1566.3","amplitude-1574.45","amplitude-1582.6","amplitude-1590.75","amplitude-1598.9","amplitude-1607.05","amplitude-1615.2","amplitude-1623.35","amplitude-1631.5","amplitude-1639.65","amplitude-1647.8","amplitude-1655.95","amplitude-1664.1","amplitude-1672.25","amplitude-1680.4","amplitude-1688.55","amplitude-1696.7","amplitude-1704.85","amplitude-1713.0","amplitude-1721.15","amplitude-1729.3","amplitude-1737.45","amplitude-1745.6","amplitude-1753.75","amplitude-1761.9","amplitude-1770.05","amplitude-1778.2","amplitude-1786.35","amplitude-1794.5","amplitude-1802.65","amplitude-1810.8","amplitude-1818.95","amplitude-1827.1","amplitude-1835.25","amplitude-1843.4","amplitude-1851.55","amplitude-1859.7","amplitude-1867.85","amplitude-1876.0","amplitude-1884.15","amplitude-1892.3","amplitude-1900.45","amplitude-1908.6","amplitude-1916.75","amplitude-1924.9","amplitude-1933.05","amplitude-1941.2","amplitude-1949.35","amplitude-1957.5","amplitude-1965.65","amplitude-1973.8","amplitude-1981.95","amplitude-1990.1","amplitude-1998.25","amplitude-2006.4","amplitude-2014.55","amplitude-2022.7","amplitude-2030.85","amplitude-2039.0","amplitude-2047.15","amplitude-2055.3","amplitude-2063.45","amplitude-2071.6","amplitude-2079.75","amplitude-2087.9","amplitude-2096.05","amplitude-2104.2","amplitude-2112.35","amplitude-2120.5","amplitude-2128.65","amplitude-2136.8","amplitude-2144.95","amplitude-2153.1","amplitude-2161.25","amplitude-2169.4","TS","CP","ADF","IVOMD"
"100",0.120959997177,0.12376999855,0.130060002208,0.128419995308,0.133570000529,0.137979999185,0.131190001965,0.128470003605,0.131290003657,0.130089998245,0.124530002475,0.122720003128,0.121380001307,0.121080003679,0.118850000203,0.120049998164,0.11889000237,0.11522000283,0.115270003676,0.116149999201,0.116820000112,0.119659997523,0.126739993691,0.129270002246,0.138260006905,0.143690004945,0.146420001984,0.152810007334,0.156829997897,0.167750000954,0.182720005512,0.201920002699,0.217360004783,0.233590006828,0.244849994779,0.25396001339,0.25786998868,0.260930001736,0.262950003147,0.264840006828,0.263119995594,0.261119991541,0.259939998388,0.253800004721,0.252510011196,0.250519990921,0.247999995947,0.246250003576,0.243550002575,0.24279999733,0.2410299927,0.24104000628,0.240250006318,0.237179994583,0.232519999146,0.229839995503,0.224639996886,0.220970004797,0.219799995422,0.216749995947,0.216159999371,0.216289997101,0.221169993281,0.222470000386,0.224749997258,0.228459998965,0.232270002365,0.233070001006,0.235919997096,0.238959997892,0.237719997764,0.240319997072,0.238209992647,0.239639997482,0.242039993405,0.240930005908,0.241119995713,0.241060003638,0.238020002842,0.239480003715,0.238429993391,0.236300006509,0.234209999442,0.23248000443,0.231340005994,0.229379996657,0.23167000711,0.237519994378,0.247500002384,0.263799995184,0.290280014277,0.321779996157,0.350829988718,0.371069997549,0.383799999952,0.38765001297,0.385089993477,0.377550005913,0.367599993944,0.359290003777,0.35014000535,0.339769989252,0.329930007458,0.323879987001,0.320320010185,0.316650003195,0.317019999027,0.320410013199,0.324239999056,0.330449998379,0.338270008564,0.344709992409,0.34946000576,0.350510001183,0.349739998579,0.347009986639,0.340299993753,0.335770010948,0.330610007048,0.317609995604,0.304639995098,0.277830004692,0.26916000247,0.274029999971,0.244629994035,4.76,7.03,40.69,36.77
"101",0.145170003176,0.147630006075,0.149619996548,0.151030004025,0.158779993653,0.155750006437,0.155049994588,0.153259992599,0.150729998946,0.149069994688,0.145889997482,0.14319999516,0.142690002918,0.142250001431,0.137889996171,0.138500005007,0.135169997811,0.131730005145,0.133059993386,0.13153000176,0.134299993515,0.137740001082,0.144040003419,0.152150005102,0.162009999156,0.169499993324,0.176070004702,0.180800005794,0.186120003462,0.197050005198,0.21318000555,0.236719995737,0.262939989567,0.290890008211,0.32093000412,0.326420009136,0.326730012894,0.330370008945,0.334349989891,0.337839990854,0.337940007448,0.335669994354,0.33438000083,0.329230010509,0.327899992466,0.32539999485,0.323879987001,0.321830004454,0.317429989576,0.320479989052,0.318919986486,0.319409996271,0.315959990025,0.312530010939,0.307390004396,0.301019996405,0.293069988489,0.287389993668,0.28218999505,0.278050005436,0.274540007114,0.273090004921,0.275059998035,0.275519996881,0.279359996319,0.282420009375,0.283960014582,0.282929986715,0.286430001259,0.289739996195,0.289779990911,0.291440010071,0.290870010853,0.292439997196,0.292959988117,0.292490005493,0.290569990873,0.287820011377,0.28683000803,0.285059988499,0.281749993563,0.280730009079,0.276670008898,0.272210001945,0.270249992609,0.26767000556,0.269329994917,0.275790005922,0.284429997206,0.299650013447,0.326599985361,0.358449995518,0.388770014048,0.413459986448,0.429439991713,0.438069999218,0.43762999773,0.430049985647,0.421600013971,0.413729995489,0.403849989176,0.392820000648,0.384020000696,0.381720006466,0.38095998764,0.381440013647,0.38734999299,0.394450008869,0.408380001783,0.422789990902,0.439929991961,0.454129993916,0.464159995317,0.469610005617,0.468899995089,0.460909992456,0.447109997272,0.440959990025,0.427430003881,0.407889991999,0.389539986849,0.349379986525,0.33693999052,0.343910008669,0.302359998226,48.4,2.37,29.45,57.98
"102",0.113300003111,0.115390002728,0.114919997752,0.11699000001,0.119769997895,0.118850000203,0.116970002651,0.117890000343,0.116480000317,0.112999998033,0.111440002918,0.108319997787,0.108620002866,0.106559999287,0.104939997196,0.104170002043,0.101269997656,0.10271999985,0.101659998298,0.101499997079,0.103339999914,0.105420000851,0.109719999135,0.116939999163,0.12050999701,0.127200007439,0.131970003247,0.134939998388,0.141499996185,0.151669993997,0.16413000226,0.180810004473,0.197099998593,0.209289997816,0.221540004015,0.227620005608,0.231179997325,0.234689995646,0.237619996071,0.23723000288,0.236919999123,0.23465000093,0.232460007071,0.228970006108,0.226420000196,0.222929999232,0.222220003605,0.220249995589,0.218510001898,0.217669993639,0.215910002589,0.215709999204,0.21425999701,0.211400002241,0.207809999585,0.20530000329,0.199990004301,0.198550000787,0.195130005479,0.193629994988,0.193519994617,0.194470003247,0.196940004826,0.200639992952,0.203009992838,0.206060007215,0.208000004292,0.210850000381,0.213170006871,0.216159999371,0.215869992971,0.215540006757,0.216319993138,0.216810002923,0.217340007424,0.218209996819,0.217370003462,0.216360002756,0.215880006552,0.214640006423,0.214289993048,0.212599992752,0.211019992828,0.20856000483,0.207680001855,0.206420004368,0.208330005407,0.214010000229,0.223260000348,0.239429995418,0.264560014009,0.294849991798,0.320320010185,0.341170012951,0.352699995041,0.355659991503,0.352389991283,0.34578999877,0.337660014629,0.328960001469,0.319660007954,0.310420006514,0.30202999711,0.296050012112,0.290809988976,0.287479996681,0.287259995937,0.289739996195,0.294470012188,0.299540013075,0.306149989367,0.31169000268,0.314839988947,0.317849993706,0.317239999771,0.313899993896,0.311610013247,0.30678999424,0.301569998264,0.291350007057,0.279769986868,0.256430000067,0.248940005898,0.253149986267,0.227669999003,3.79,7.35,41.93,28.14
"103",0.114859998226,0.121559999883,0.124619998038,0.121930003166,0.129109993577,0.131769999862,0.128240004182,0.123570002615,0.125070005655,0.127230003476,0.119800001383,0.118170000613,0.116420000792,0.117289997637,0.114320002496,0.114629998803,0.115429997444,0.11072999984,0.110430002213,0.112649999559,0.112860001624,0.114859998226,0.121890000999,0.12404999882,0.131779998541,0.136710003018,0.139339998364,0.146579995751,0.147670000792,0.161060005426,0.173950001597,0.191499993205,0.205390006304,0.222810000181,0.232730001211,0.24101999402,0.245230004191,0.247789993882,0.248989999294,0.251340001822,0.249709993601,0.246830001473,0.246629998088,0.240060001612,0.238780006766,0.236349999905,0.23533000052,0.233659997582,0.230000004172,0.22976000607,0.227669999003,0.228349998593,0.226040005684,0.223700001836,0.220359995961,0.216920003295,0.212070003152,0.208849996328,0.207289993763,0.204820007086,0.203180000186,0.203549996018,0.208059996367,0.210010007024,0.211930006742,0.215859994292,0.219610005617,0.221180006862,0.223989993334,0.227479994297,0.225979998708,0.22893999517,0.225649997592,0.22702999413,0.229460000992,0.228149995208,0.228039994836,0.227129995823,0.22498999536,0.225490003824,0.223230004311,0.222159996629,0.219769999385,0.217460006475,0.217329993844,0.215780004859,0.217419996858,0.22310000658,0.232710003853,0.248520001769,0.275070011616,0.304419994354,0.332370012999,0.351920008659,0.363429993391,0.367559999228,0.365949988365,0.357950001955,0.349409997463,0.341500014067,0.331770002842,0.322089999914,0.313199996948,0.307150006294,0.303070008755,0.299840003252,0.299939990044,0.302630007267,0.307370007038,0.313419997692,0.320479989052,0.325309991837,0.329759985209,0.332179993391,0.330309987068,0.328409999609,0.319889992476,0.316769987345,0.312830001116,0.297659993172,0.284810006618,0.260509997606,0.252550005913,0.257030010223,0.229949995875,"",6.54,40.98,32.36
"104",0.190579995513,0.194769993424,0.199169993401,0.202130004764,0.208590000868,0.210209995508,0.208100005984,0.206670001149,0.205679997802,0.201590001583,0.197089999914,0.194490000606,0.193880006671,0.190310001373,0.187409996986,0.188370004296,0.182569995522,0.181669995189,0.18164999783,0.18232999742,0.184689998627,0.189290001988,0.199169993401,0.209739997983,0.221369996667,0.2328799963,0.23982000351,0.246729999781,0.25707000494,0.270429998636,0.295069992542,0.327789992094,0.36208999157,0.393059998751,0.42881000042,0.442799985409,0.445969998837,0.451779991388,0.457949995995,0.457749992609,0.457920014858,0.45394000411,0.450199991465,0.443159997463,0.440319985151,0.433569997549,0.438059985638,0.433010011911,0.429710000753,0.428570002317,0.428600013256,0.427500009537,0.424059987068,0.419939994812,0.411810010672,0.408279985189,0.395610004663,0.391360014677,0.383870005608,0.378850013018,0.373719990253,0.372590005398,0.372869998217,0.375449985266,0.377380013466,0.381929993629,0.383130013943,0.384950011969,0.387329995632,0.391019999981,0.39061999321,0.392859995365,0.392740011215,0.394789993763,0.395990014076,0.395599991083,0.394069999456,0.390139997005,0.388410001993,0.386559993029,0.383130013943,0.379420012236,0.376850008965,0.370829999447,0.368299990892,0.365460008383,0.367549985647,0.375640004873,0.387970000505,0.408589988947,0.443910002708,0.48668000102,0.522740006447,0.555010020733,0.577400028706,0.587880015373,0.588079988956,0.58109998703,0.571300029755,0.559960007668,0.547029972076,0.531319975853,0.51872998476,0.515389978886,0.51116001606,0.511860013008,0.515529990196,0.524370014668,0.536210000515,0.548179984093,0.565989971161,0.579789996147,0.584699988365,0.589550018311,0.588150024414,0.581200003624,0.568040013313,0.561630010605,0.543929994106,0.521740019321,0.496369987726,0.442050009966,0.426140010357,0.435019999743,0.382600009441,50.42,1.62,25.99,60.8
"105",0.130930006504,0.132770001888,0.138659998775,0.135100007057,0.141880005598,0.1407700032,0.136160001159,0.134550005198,0.136570006609,0.136360004544,0.130419999361,0.130209997296,0.127409994602,0.125619992614,0.124439999461,0.125870004296,0.124700002372,0.1190200001,0.121629998088,0.121660001576,0.121859997511,0.124329999089,0.130089998245,0.129409998655,0.138929992914,0.142000004649,0.146489992738,0.149869993329,0.153650000691,0.164289996028,0.176650002599,0.194619998336,0.207240000367,0.222059994936,0.231749996543,0.239340007305,0.241359993815,0.244550004601,0.246820002794,0.246779993176,0.245539993048,0.24279999733,0.242210000753,0.236849993467,0.234170004725,0.233490005136,0.23083999753,0.228080004454,0.225569993258,0.224529996514,0.223590001464,0.223389998078,0.221190005541,0.218909993768,0.21561999619,0.213229998946,0.207849994302,0.205239996314,0.203590005636,0.200929999352,0.20094999671,0.201189994812,0.20556999743,0.207300007343,0.210160002112,0.212760001421,0.216460004449,0.216600000858,0.220559999347,0.223470002413,0.221039995551,0.224350005388,0.222530007362,0.223340004683,0.225099995732,0.224130004644,0.22405000031,0.223829999566,0.220890000463,0.221949994564,0.221340000629,0.219290003181,0.217690005898,0.214819997549,0.214729994535,0.213119998574,0.214870005846,0.221190005541,0.231539994478,0.247109994292,0.274479985237,0.304129987955,0.331380009651,0.351570010185,0.363469988108,0.36658000946,0.362740010023,0.355390012264,0.346780002117,0.337729990482,0.328960001469,0.317759990692,0.309119999409,0.303609997034,0.298339992762,0.294979989529,0.29495999217,0.297569990158,0.300799995661,0.305700004101,0.311780005693,0.318439990282,0.321029990911,0.323460012674,0.322010010481,0.321469992399,0.314839988947,0.310099989176,0.305510014296,0.293449997902,0.281980007887,0.257699996233,0.249819993973,0.254249989986,0.22744999826,"",6.48,42.77,25.46
"106",0.138929992914,0.145319998264,0.148389995098,0.148699998856,0.157319992781,0.157240003347,0.153380006552,0.152689993382,0.152089998126,0.15136000514,0.146660000086,0.144730001688,0.140740007162,0.142320007086,0.137580007315,0.13966999948,0.138040006161,0.132239997387,0.133330002427,0.13330000639,0.135649994016,0.137299999595,0.14794999361,0.151720002294,0.161249995232,0.169110000134,0.17351000011,0.180309996009,0.184129998088,0.195299997926,0.211999997497,0.236149996519,0.258199989796,0.285140007734,0.312180012465,0.320069998503,0.320529997349,0.324330002069,0.328640013933,0.329769998789,0.329320013523,0.326110005379,0.325619995594,0.319420009851,0.317369997501,0.314319998026,0.314300000668,0.311360001564,0.30746999383,0.30722001195,0.306899994612,0.306620001793,0.305339992046,0.299710005522,0.29563999176,0.290069997311,0.281230002642,0.275779992342,0.271369993687,0.267190009356,0.26469001174,0.262400001287,0.265410006046,0.266250014305,0.269630014896,0.272570014,0.273220002651,0.273050010204,0.275079995394,0.279260009527,0.277189999819,0.279540002346,0.278320014477,0.280409991741,0.281410008669,0.28069999814,0.279810011387,0.278979986906,0.274650007486,0.274749994278,0.272740006447,0.269620001316,0.266579985619,0.263529986143,0.260769993067,0.258159995079,0.260390013456,0.266250014305,0.275700002909,0.292120009661,0.318930000067,0.351200014353,0.382829993963,0.407229989767,0.424109995365,0.430000007153,0.42976000905,0.422149986029,0.412580013275,0.403809994459,0.393139988184,0.382530003786,0.373470008373,0.369489997625,0.367489993572,0.366919994354,0.371609985828,0.379850000143,0.390579998493,0.404619991779,0.421079993248,0.434399992228,0.443360000849,0.448309987783,0.444799989462,0.440250009298,0.428490012884,0.417860001326,0.406760007143,0.386240005493,0.374139994383,0.331840008497,0.316859990358,0.325289994478,0.27542001009,41.69,1.72,34.19,49.24
"107",0.128710001707,0.134880006313,0.134719997644,0.134739995003,0.142039999366,0.141389995813,0.13857999444,0.138820007443,0.137050002813,0.136120006442,0.133479997516,0.12988999486,0.129539996386,0.127189993858,0.125670000911,0.123740002513,0.121490001678,0.119630001485,0.120410002768,0.120180003345,0.12120000273,0.125249996781,0.131129994988,0.139039993286,0.146579995751,0.154689997435,0.160290002823,0.164069995284,0.170010000467,0.179639995098,0.194399997592,0.214120000601,0.235239997506,0.256570011377,0.278769999743,0.28534001112,0.287310004234,0.290549993515,0.294539988041,0.29675000906,0.297019988298,0.294499993324,0.293729990721,0.287869989872,0.287479996681,0.283619999886,0.283120006323,0.280730009079,0.277119994164,0.278409987688,0.276730000973,0.277429997921,0.273840010166,0.271429985762,0.265870004892,0.261260002851,0.253600001335,0.249270007014,0.245780006051,0.242239996791,0.241060003638,0.241600006819,0.244890004396,0.24563999474,0.248329997063,0.250660002232,0.251569986343,0.252380013466,0.2532800138,0.25663998723,0.256830006838,0.256760001183,0.256729990244,0.258650004864,0.259799987078,0.259999990463,0.25993001461,0.257679998875,0.257450014353,0.256009995937,0.254339993,0.253199994564,0.250490009785,0.247050002217,0.245609998703,0.243049994111,0.244399994612,0.25012999773,0.258760005236,0.272799998522,0.298469990492,0.32813000679,0.353619992733,0.375470012426,0.388159990311,0.392019987106,0.389829993248,0.381949990988,0.373910009861,0.365610003471,0.355879992247,0.346370011568,0.336510002613,0.333770006895,0.332529991865,0.332839995623,0.336120009422,0.341859996319,0.352499991655,0.363900005817,0.377909988165,0.389290004969,0.397670000792,0.402420014143,0.401450008154,0.397339999676,0.389490008354,0.382459998131,0.372330009937,0.358619987965,0.343030005693,0.310620009899,0.300709992647,0.306259989738,0.272870004177,22.67,1.47,50.17,30.62
"108",0.174639999866,0.178340002894,0.177839994431,0.178200006485,0.181180000305,0.179389998317,0.179629996419,0.175669997931,0.172739997506,0.172209993005,0.167480006814,0.164560005069,0.165529996157,0.163619995117,0.16128000617,0.161219999194,0.159740000963,0.161650002003,0.161640003324,0.164879992604,0.169799998403,0.175190001726,0.184269994497,0.193690001965,0.1994599998,0.208780005574,0.216209992766,0.22825999558,0.248400002718,0.276160001755,0.310009986162,0.338230013847,0.361869990826,0.375490009785,0.391270011663,0.395859986544,0.397590011358,0.39906001091,0.398169994354,0.393460005522,0.386070013046,0.377660006285,0.36996999383,0.358980000019,0.352429986,0.343400001526,0.340810000896,0.331970006227,0.325179994106,0.32080000639,0.315640002489,0.312290012836,0.30691999197,0.302089989185,0.296649992466,0.293110013008,0.285670012236,0.283250004053,0.278259992599,0.275889992714,0.274280011654,0.274340003729,0.275689989328,0.277960002422,0.277130007744,0.279370009899,0.28069999814,0.28330001235,0.284770011902,0.288020014763,0.289319992065,0.290549993515,0.293689996004,0.298599988222,0.301440000534,0.305139988661,0.307009994984,0.305849999189,0.306320011616,0.306169986725,0.305400013924,0.303990006447,0.303829997778,0.303079992533,0.305640012026,0.311459988356,0.324169993401,0.348800003529,0.381740003824,0.423339992762,0.477270007133,0.528159976006,0.560459971428,0.585820019245,0.600059986115,0.603280007839,0.600740015507,0.593649983406,0.582669973373,0.571120023727,0.556569993496,0.541630029678,0.52430999279,0.514829993248,0.502120018005,0.490410000086,0.480980008841,0.472090005875,0.466049998999,0.459289997816,0.456169992685,0.453480005264,0.448449999094,0.445809990168,0.43885999918,0.430489987135,0.422149986029,0.416770011187,0.404240012169,0.391319990158,0.373450011015,0.339989989996,0.330590009689,0.335839986801,0.304219990969,51.01,1.97,28.37,58.46
"109",0.188950002193,0.195309996605,0.197369992733,0.194490000606,0.200470000505,0.198300004005,0.194849997759,0.193810001016,0.19199000299,0.190850004554,0.187729999423,0.183100000024,0.184279993176,0.180889993906,0.177000001073,0.179240003228,0.178020000458,0.178159996867,0.180490002036,0.183709993958,0.189009994268,0.194869995117,0.205919995904,0.214790001512,0.222880005836,0.232160001993,0.238949999213,0.254269987345,0.272929996252,0.302760004997,0.337170004845,0.368070006371,0.39199000597,0.405809998512,0.422619998455,0.42756998539,0.429509997368,0.430169999599,0.430959999561,0.425309985876,0.420210003853,0.410450011492,0.40204000473,0.390509992838,0.385069996119,0.37593999505,0.37406000495,0.366200000048,0.357450008392,0.355760008097,0.349530011415,0.345750004053,0.340649992228,0.33599999547,0.329219996929,0.325890004635,0.31832998991,0.314310014248,0.311369985342,0.3070499897,0.306970000267,0.306650012732,0.309830009937,0.310990005732,0.31182000041,0.313230007887,0.315120011568,0.316480010748,0.319860011339,0.321819990873,0.324160009623,0.324510008097,0.32798999548,0.331429988146,0.335669994354,0.339080005884,0.340570002794,0.339379996061,0.34033998847,0.340449988842,0.338629990816,0.338120013475,0.336470007896,0.335949987173,0.338669985533,0.343340009451,0.356290012598,0.38056999445,0.413120001554,0.454950004816,0.508750021458,0.560130000114,0.59237998724,0.617169976234,0.630930006504,0.637409985065,0.633840024471,0.623690009117,0.614939987659,0.602330029011,0.588639974594,0.573319971561,0.55506002903,0.546779990196,0.533680021763,0.522629976273,0.514569997787,0.503949999809,0.49906000495,0.493200004101,0.490830004215,0.488779991865,0.484640002251,0.481559991837,0.476229995489,0.469040006399,0.456550002098,0.452789992094,0.442829996347,0.423519998789,0.409619987011,0.369749993086,0.356379985809,0.363889992237,0.319229990244,43.93,2.07,33.15,52.13
